2333151125,2017/01/10T06:32:11,1001109
2333151125,2017/01/10T07:02:21,1001116
2333151125,2017/01/10T07:32:31,1001123
2333151125,2017/01/10T08:02:42,1001133
2333151125,2017/01/10T08:32:52,1001145
2333151125,2017/01/10T09:03:03,1001157
2333151125,2017/01/10T09:33:13,1001171
2333151125,2017/01/10T10:03:10,1001186
2333151125,2017/01/10T10:33:55,1001201
2333151125,2017/01/10T11:03:43,1001215
2333151125,2017/01/10T11:33:53,1001230
2333151125,2017/01/10T12:04:03,1001244
2333151125,2017/01/10T12:34:14,1001259
2333151125,2017/01/10T13:04:24,1001274
2333151125,2017/01/10T13:34:34,1001289
2333151125,2017/01/10T14:04:45,1001303
2333151125,2017/01/10T14:34:55,1001318
2333151125,2017/01/10T15:05:06,1001332
2333151125,2017/01/10T15:35:15,1001347
2333151125,2017/01/10T16:05:26,1001362
2333151125,2017/01/10T16:35:36,1001376
2333151125,2017/01/10T17:05:46,1001388
2333151125,2017/01/10T17:35:57,1001398
2333151125,2017/01/10T18:06:09,1001407
2333151125,2017/01/10T18:36:17,1001416
2333151125,2017/01/10T19:06:27,1001423
2333151125,2017/01/10T19:36:37,1001429
2333151125,2017/01/10T20:06:48,1001435
2333151125,2017/01/10T20:36:58,1001440
2333151125,2017/01/10T21:07:08,1001446
2333151125,2017/01/10T21:37:19,1001450
2333151125,2017/01/10T22:07:31,1001454
2333151125,2017/01/10T22:37:39,1001459
2333151125,2017/01/10T23:07:50,1001463
2333151125,2017/01/10T23:38:00,1001467
2333151125,2017/01/11T00:08:10,1001471
2333151125,2017/01/11T00:38:21,1001475
2333151125,2017/01/11T01:08:31,1001479
2333151125,2017/01/11T01:38:41,1001484
2333151125,2017/01/11T02:08:51,1001488
2333151125,2017/01/11T02:39:02,1001492
2333151125,2017/01/11T03:09:13,1001496
2333151125,2017/01/11T03:39:22,1001500
2333151125,2017/01/11T04:09:33,1001504
2333151125,2017/01/11T04:39:43,1001509
2333151125,2017/01/11T05:09:54,1001513
2333151125,2017/01/11T05:40:04,1001517
2333151125,2017/01/11T06:10:14,1001521
2333151125,2017/01/11T06:40:24,1001527
2333151125,2017/01/11T07:10:34,1001534
2333151125,2017/01/11T07:40:44,1001542
2333151125,2017/01/11T08:10:56,1001553
2333151125,2017/01/11T08:41:05,1001565
2333151125,2017/01/11T09:11:16,1001577
2333151125,2017/01/11T09:41:25,1001591
2333151125,2017/01/11T10:11:35,1001605
2333151125,2017/01/11T10:41:47,1001619
2333151125,2017/01/11T11:11:56,1001633
2333151125,2017/01/11T11:42:07,1001647
2333151125,2017/01/11T12:12:17,1001662
2333151125,2017/01/11T12:42:27,1001675
2333151125,2017/01/11T13:12:38,1001689
2333151125,2017/01/11T13:42:47,1001703
2333151125,2017/01/11T14:12:59,1001716
2333151125,2017/01/11T14:43:08,1001729
2333151125,2017/01/11T15:13:18,1001743
2333151125,2017/01/11T15:43:29,1001757
2333151125,2017/01/11T16:13:39,1001771
2333151125,2017/01/11T16:43:50,1001784
2333151125,2017/01/11T17:14:00,1001796
2333151125,2017/01/11T17:44:10,1001806
2333151125,2017/01/11T18:14:21,1001814
2333151125,2017/01/11T18:44:30,1001821
2333151125,2017/01/11T19:14:42,1001827
2333151125,2017/01/11T19:45:19,1001833
2333151125,2017/01/11T20:15:31,1001839
2333151125,2017/01/11T20:45:40,1001844
2333151125,2017/01/11T21:15:51,1001848
2333151125,2017/01/11T21:46:01,1001852
2333151125,2017/01/11T22:16:11,1001856
2333151125,2017/01/11T22:46:21,1001860
2333151125,2017/01/11T23:16:32,1001864
2333151125,2017/01/11T23:46:42,1001868
2333151125,2017/01/12T00:16:53,1001872
2333151125,2017/01/12T00:47:03,1001876
2333151125,2017/01/12T01:17:13,1001880
2333151125,2017/01/12T01:47:23,1001884
2333151125,2017/01/12T02:17:34,1001888
2333151125,2017/01/12T02:47:44,1001892
2333151125,2017/01/12T03:17:55,1001896
2333151125,2017/01/12T03:48:04,1001900
2333151125,2017/01/12T04:18:15,1001904
2333151125,2017/01/12T04:48:25,1001908
2333151125,2017/01/12T05:18:36,1001912
2333151125,2017/01/12T05:48:46,1001917
2333151125,2017/01/12T06:18:56,1001922
2333151125,2017/01/12T06:49:07,1001927
2333151125,2017/01/12T07:19:16,1001936
2333151125,2017/01/12T07:49:27,1001945
2333151125,2017/01/12T08:19:36,1001956
2333151125,2017/01/12T08:49:49,1001967
2333151125,2017/01/12T09:19:58,1001980
2333151125,2017/01/12T09:50:07,1001994
2333151125,2017/01/12T10:20:19,1002009
2333151125,2017/01/12T10:50:29,1002024
2333151125,2017/01/12T11:20:38,1002038
2333151125,2017/01/12T11:50:49,1002053
2333151125,2017/01/12T12:20:59,1002067
2333151125,2017/01/12T12:51:10,1002080
2333151125,2017/01/12T13:21:20,1002094
2333151125,2017/01/12T13:51:31,1002107
2333151125,2017/01/12T14:21:42,1002122
2333151125,2017/01/12T14:51:50,1002136
2333151125,2017/01/12T15:22:02,1002151
2333151125,2017/01/12T15:52:11,1002165
2333151125,2017/01/12T16:22:23,1002179
2333151125,2017/01/12T16:52:32,1002192
2333151125,2017/01/12T17:22:42,1002204
2333151125,2017/01/12T17:52:53,1002214
2333151125,2017/01/12T18:23:03,1002222
2333151125,2017/01/12T18:53:13,1002229
2333151125,2017/01/12T19:23:23,1002235
2333151125,2017/01/12T19:53:34,1002241
2333151125,2017/01/12T20:23:44,1002246
2333151125,2017/01/12T20:53:54,1002251
2333151125,2017/01/12T21:24:05,1002256
2333151125,2017/01/12T21:54:15,1002260
2333151125,2017/01/12T22:24:26,1002264
2333151125,2017/01/12T22:54:36,1002268
2333151125,2017/01/12T23:24:47,1002272
2333151125,2017/01/12T23:54:57,1002276
2333151125,2017/01/13T00:25:07,1002280
2333151125,2017/01/13T00:55:18,1002284
2333151125,2017/01/13T01:25:29,1002288
2333151125,2017/01/13T01:55:39,1002292
2333151125,2017/01/13T02:25:49,1002296
2333151125,2017/01/13T02:56:00,1002300
2333151125,2017/01/13T03:26:10,1002304
2333151125,2017/01/13T03:56:20,1002308
2333151125,2017/01/13T04:26:31,1002312
2333151125,2017/01/13T04:56:41,1002316
2333151125,2017/01/13T05:26:52,1002320
2333151125,2017/01/13T05:57:02,1002324
2333151125,2017/01/13T06:27:13,1002329
