2333151120,2017/01/10T06:32:11,2013456
2333151120,2017/01/10T07:02:21,2013472
2333151120,2017/01/10T07:32:31,2013490
2333151120,2017/01/10T08:02:42,2013510
2333151120,2017/01/10T08:32:52,2013527
2333151120,2017/01/10T09:03:03,2013546
2333151120,2017/01/10T09:33:13,2013570
2333151120,2017/01/10T10:03:10,2013594
2333151120,2017/01/10T10:33:55,2013617
2333151120,2017/01/10T11:03:43,2013639
2333151120,2017/01/10T11:33:53,2013665
2333151120,2017/01/10T12:04:03,2013688
2333151120,2017/01/10T12:34:14,2013710
2333151120,2017/01/10T13:04:24,2013738
2333151120,2017/01/10T13:34:34,2013761
2333151120,2017/01/10T14:04:45,2013787
2333151120,2017/01/10T14:34:55,2013816
2333151120,2017/01/10T15:05:06,2013841
2333151120,2017/01/10T15:35:15,2013864
2333151120,2017/01/10T16:05:26,2013891
2333151120,2017/01/10T16:35:36,2013914
2333151120,2017/01/10T17:05:46,2013937
2333151120,2017/01/10T17:35:57,2013958
2333151120,2017/01/10T18:06:09,2013981
2333151120,2017/01/10T18:36:17,2013999
2333151120,2017/01/10T19:06:27,2014015
2333151120,2017/01/10T19:36:37,2014029
2333151120,2017/01/10T20:06:48,2014040
2333151120,2017/01/10T20:36:58,2014051
2333151120,2017/01/10T21:07:08,2014061
2333151120,2017/01/10T21:37:19,2014071
2333151120,2017/01/10T22:07:31,2014079
2333151120,2017/01/10T22:37:39,2014087
2333151120,2017/01/10T23:07:50,2014095
2333151120,2017/01/10T23:38:00,2014103
2333151120,2017/01/11T00:08:10,2014111
2333151120,2017/01/11T00:38:21,2014118
2333151120,2017/01/11T01:08:31,2014126
2333151120,2017/01/11T01:38:41,2014133
2333151120,2017/01/11T02:08:51,2014142
2333151120,2017/01/11T02:39:02,2014149
2333151120,2017/01/11T03:09:13,2014157
2333151120,2017/01/11T03:39:22,2014165
2333151120,2017/01/11T04:09:33,2014172
2333151120,2017/01/11T04:39:43,2014179
2333151120,2017/01/11T05:09:54,2014186
2333151120,2017/01/11T05:40:04,2014203
2333151120,2017/01/11T06:10:14,2014217
2333151120,2017/01/11T06:40:24,2014232
